date,wtd
2012/01/01 00:00:00,22.64
2012/01/01 08:00:00,22.65
2012/01/01 16:00:00,22.65
2012/01/02 00:00:00,22.66
2012/01/02 08:00:00,22.67
2012/01/02 16:00:00,22.67
2012/01/03 00:00:00,22.68
2012/01/03 08:00:00,22.7
2012/01/03 16:00:00,22.71
2012/01/04 00:00:00,22.71
2012/01/04 08:00:00,22.71
2012/01/04 16:00:00,22.72
2012/01/05 00:00:00,22.73
2012/01/05 08:00:00,22.72
2012/01/05 16:00:00,22.71
2012/01/06 00:00:00,22.74
2012/01/06 08:00:00,22.75
2012/01/06 16:00:00,22.76
2012/01/07 00:00:00,22.78
2012/01/07 08:00:00,22.78
2012/01/07 16:00:00,22.79
2012/01/08 00:00:00,22.79
2012/01/08 08:00:00,22.8
2012/01/08 16:00:00,22.81
2012/01/09 00:00:00,22.82
2012/01/09 08:00:00,22.83
2012/01/09 16:00:00,22.83
2012/01/10 00:00:00,22.84
2012/01/10 08:00:00,22.85
2012/01/10 16:00:00,22.86
2012/01/11 00:00:00,22.87
2012/01/11 08:00:00,22.88
2012/01/11 16:00:00,22.88
2012/01/12 00:00:00,22.89
2012/01/12 08:00:00,22.89
2012/01/12 16:00:00,22.9
2012/01/13 00:00:00,22.9
2012/01/13 08:00:00,22.9
2012/01/13 16:00:00,22.91
2012/01/14 00:00:00,22.92
2012/01/14 08:00:00,22.93
2012/01/14 16:00:00,22.93
2012/01/15 00:00:00,22.94
2012/01/15 08:00:00,22.95
2012/01/15 16:00:00,22.96
2012/01/16 00:00:00,22.97
2012/01/16 08:00:00,22.97
2012/01/16 16:00:00,22.98
2012/01/17 00:00:00,22.99
2012/01/17 08:00:00,23.0
2012/01/17 16:00:00,23.0
2012/01/18 00:00:00,23.01
2012/01/18 08:00:00,23.02
2012/01/18 16:00:00,23.03
2012/01/19 00:00:00,23.04
2012/01/19 08:00:00,23.04
2012/01/19 16:00:00,23.04
2012/01/20 00:00:00,23.04
2012/01/20 08:00:00,23.05
2012/01/20 16:00:00,23.05
2012/01/21 00:00:00,23.06
2012/01/21 08:00:00,23.07
2012/01/21 16:00:00,23.08
2012/01/22 00:00:00,23.08
2012/01/22 08:00:00,23.09
2012/01/22 16:00:00,23.09
2012/01/23 00:00:00,23.1
2012/01/23 08:00:00,23.11
2012/01/23 16:00:00,23.11
2012/01/24 00:00:00,23.12
2012/01/24 08:00:00,23.13
2012/01/24 16:00:00,23.14
2012/01/25 00:00:00,23.15
2012/01/25 08:00:00,23.16
2012/01/25 16:00:00,23.15
2012/01/26 00:00:00,23.16
2012/01/26 08:00:00,23.17
2012/01/26 16:00:00,23.17
2012/01/27 00:00:00,23.18
2012/01/27 08:00:00,23.19
2012/01/27 16:00:00,23.19
2012/01/28 00:00:00,23.2
2012/01/28 08:00:00,23.2
2012/01/28 16:00:00,23.21
2012/01/29 00:00:00,23.21
2012/01/29 08:00:00,23.22
2012/01/29 16:00:00,23.22
2012/01/30 00:00:00,23.23
2012/01/30 08:00:00,23.23
2012/01/30 16:00:00,23.24
2012/01/31 00:00:00,23.24
2012/01/31 08:00:00,23.24
2012/01/31 16:00:00,23.24
2012/02/01 00:00:00,23.25
2012/02/01 08:00:00,23.25
2012/02/01 16:00:00,23.25
2012/02/02 00:00:00,23.26
2012/02/02 08:00:00,23.27
2012/02/02 16:00:00,23.28
2012/02/03 00:00:00,23.28
2012/02/03 08:00:00,23.29
2012/02/03 16:00:00,23.29
2012/02/04 00:00:00,23.3
2012/02/04 08:00:00,23.3
2012/02/04 16:00:00,23.31
2012/02/05 00:00:00,23.32
2012/02/05 08:00:00,23.32
2012/02/05 16:00:00,23.32
2012/02/06 00:00:00,23.32
2012/02/06 08:00:00,23.33
2012/02/06 16:00:00,23.32
2012/02/07 00:00:00,23.33
2012/02/07 08:00:00,23.34
2012/02/07 16:00:00,23.34
2012/02/08 00:00:00,23.35
2012/02/08 08:00:00,23.36
2012/02/08 16:00:00,23.36
2012/02/09 00:00:00,23.36
2012/02/09 08:00:00,23.36
