date,wtd
2012/01/01 00:00:00,14.47
2012/01/01 08:00:00,14.5
2012/01/01 16:00:00,14.5
2012/01/02 00:00:00,14.53
2012/01/02 08:00:00,14.52
2012/01/02 16:00:00,14.49
2012/01/03 00:00:00,14.51
2012/01/03 08:00:00,14.56
2012/01/03 16:00:00,14.58
2012/01/04 00:00:00,14.57
2012/01/04 08:00:00,14.53
2012/01/04 16:00:00,14.53
2012/01/05 00:00:00,14.56
2012/01/05 08:00:00,14.5
2012/01/05 16:00:00,14.42
2012/01/06 00:00:00,14.47
2012/01/06 08:00:00,14.57
2012/01/06 16:00:00,14.62
2012/01/07 00:00:00,14.66
2012/01/07 08:00:00,14.67
2012/01/07 16:00:00,14.65
2012/01/08 00:00:00,14.63
2012/01/08 08:00:00,14.64
2012/01/08 16:00:00,14.64
2012/01/09 00:00:00,14.7
2012/01/09 08:00:00,14.72
2012/01/09 16:00:00,14.72
2012/01/10 00:00:00,14.74
2012/01/10 08:00:00,14.73
2012/01/10 16:00:00,14.72
2012/01/11 00:00:00,14.77
2012/01/11 08:00:00,14.77
2012/01/11 16:00:00,14.75
2012/01/12 00:00:00,14.75
2012/01/12 08:00:00,14.74
2012/01/12 16:00:00,14.71
2012/01/13 00:00:00,14.7
2012/01/13 08:00:00,14.68
2012/01/13 16:00:00,14.68
2012/01/14 00:00:00,14.73
2012/01/14 08:00:00,14.75
2012/01/14 16:00:00,14.75
2012/01/15 00:00:00,14.77
2012/01/15 08:00:00,14.77
2012/01/15 16:00:00,14.77
2012/01/16 00:00:00,14.81
2012/01/16 08:00:00,14.82
2012/01/16 16:00:00,14.84
2012/01/17 00:00:00,14.87
2012/01/17 08:00:00,14.87
2012/01/17 16:00:00,14.85
2012/01/18 00:00:00,14.87
2012/01/18 08:00:00,14.9
2012/01/18 16:00:00,14.9
2012/01/19 00:00:00,14.91
2012/01/19 08:00:00,14.88
2012/01/19 16:00:00,14.85
2012/01/20 00:00:00,14.83
2012/01/20 08:00:00,14.8
2012/01/20 16:00:00,14.8
2012/01/21 00:00:00,14.83
2012/01/21 08:00:00,14.86
2012/01/21 16:00:00,14.88
2012/01/22 00:00:00,14.86
2012/01/22 08:00:00,14.86
2012/01/22 16:00:00,14.88
2012/01/23 00:00:00,14.91
2012/01/23 08:00:00,14.93
2012/01/23 16:00:00,14.95
2012/01/24 00:00:00,14.96
2012/01/24 08:00:00,14.96
2012/01/24 16:00:00,14.98
2012/01/25 00:00:00,15.01
2012/01/25 08:00:00,15.02
2012/01/25 16:00:00,15.01
2012/01/26 00:00:00,15.02
2012/01/26 08:00:00,15.03
2012/01/26 16:00:00,15.03
2012/01/27 00:00:00,15.05
2012/01/27 08:00:00,15.08
2012/01/27 16:00:00,15.07
2012/01/28 00:00:00,15.08
2012/01/28 08:00:00,15.08
2012/01/28 16:00:00,15.06
2012/01/29 00:00:00,15.05
2012/01/29 08:00:00,15.06
2012/01/29 16:00:00,15.06
2012/01/30 00:00:00,15.09
2012/01/30 08:00:00,15.1
2012/01/30 16:00:00,15.09
2012/01/31 00:00:00,15.1
2012/01/31 08:00:00,15.09
2012/01/31 16:00:00,15.08
2012/02/01 00:00:00,15.09
2012/02/01 08:00:00,15.08
2012/02/01 16:00:00,15.07
2012/02/02 00:00:00,15.11
2012/02/02 08:00:00,15.13
2012/02/02 16:00:00,15.15
2012/02/03 00:00:00,15.17
2012/02/03 08:00:00,15.14
2012/02/03 16:00:00,15.17
2012/02/04 08:00:00,15.16
2012/02/04 16:00:00,15.17
2012/02/05 00:00:00,15.22
2012/02/05 08:00:00,15.22
2012/02/05 16:00:00,15.19
2012/02/06 00:00:00,15.2
2012/02/06 08:00:00,15.18
2012/02/06 16:00:00,15.15
2012/02/07 00:00:00,15.15
2012/02/07 08:00:00,15.17
2012/02/07 16:00:00,15.17
2012/02/08 00:00:00,15.24
2012/02/08 08:00:00,15.27
2012/02/08 16:00:00,15.27
2012/02/09 00:00:00,15.27
2012/02/09 08:00:00,15.24
2012/02/09 16:00:00,15.19
2012/02/10 00:00:00,15.22
2012/02/10 08:00:00,15.28
2012/02/10 16:00:00,15.25
2012/02/11 00:00:00,15.24
2012/02/11 08:00:00,15.23
2012/02/11 16:00:00,15.25
2012/02/12 00:00:00,15.28
2012/02/12 08:00:00,15.27
2012/02/12 16:00:00,15.27
2012/02/13 00:00:00,15.29
2012/02/13 08:00:00,15.27
2012/02/13 16:00:00,15.25
2012/02/14 00:00:00,15.26
2012/02/14 08:00:00,15.26
2012/02/14 16:00:00,15.26
2012/02/15 00:00:00,15.29
2012/02/15 08:00:00,15.26
2012/02/15 16:00:00,15.23
2012/02/16 00:00:00,15.28
2012/02/16 08:00:00,15.31
2012/02/16 16:00:00,15.35
2012/02/17 00:00:00,15.4
2012/02/17 08:00:00,15.4
2012/02/17 16:00:00,15.36
2012/02/18 00:00:00,15.37
2012/02/18 08:00:00,15.38
2012/02/18 16:00:00,15.37
2012/02/19 00:00:00,15.37
2012/02/19 08:00:00,15.36
2012/02/19 16:00:00,15.36
2012/02/20 00:00:00,15.39
2012/02/20 08:00:00,15.42
2012/02/20 16:00:00,15.46
2012/02/21 00:00:00,15.47
2012/02/21 08:00:00,15.46
2012/02/21 16:00:00,15.42
2012/02/22 00:00:00,15.43
2012/02/22 08:00:00,15.43
