date,wtd
2012/01/01 00:00:00,45.22
2012/01/01 08:00:00,45.22
2012/01/01 16:00:00,45.22
2012/01/02 00:00:00,45.22
2012/01/02 08:00:00,45.23
2012/01/02 16:00:00,45.23
2012/01/03 00:00:00,45.23
2012/01/03 08:00:00,45.23
2012/01/03 16:00:00,45.23
2012/01/04 00:00:00,45.24
2012/01/04 08:00:00,45.24
2012/01/04 16:00:00,45.24
2012/01/05 00:00:00,45.24
2012/01/05 08:00:00,45.24
2012/01/05 16:00:00,45.24
2012/01/06 00:00:00,45.24
2012/01/06 08:00:00,45.24
2012/01/06 16:00:00,45.25
2012/01/07 00:00:00,45.25
2012/01/07 08:00:00,45.25
2012/01/07 16:00:00,45.25
2012/01/08 00:00:00,45.25
2012/01/08 08:00:00,45.26
2012/01/08 16:00:00,45.26
2012/01/09 00:00:00,45.27
2012/01/09 08:00:00,45.26
2012/01/09 16:00:00,45.27
2012/01/10 00:00:00,45.27
2012/01/10 08:00:00,45.27
2012/01/10 16:00:00,45.27
2012/01/11 00:00:00,45.28
2012/01/11 08:00:00,45.28
2012/01/11 16:00:00,45.28
2012/01/12 00:00:00,45.29
2012/01/12 08:00:00,45.29
2012/01/12 16:00:00,45.29
2012/01/13 00:00:00,45.29
2012/01/13 08:00:00,45.29
2012/01/13 16:00:00,45.29
2012/01/14 00:00:00,45.29
2012/01/14 08:00:00,45.3
2012/01/14 16:00:00,45.3
2012/01/15 00:00:00,45.3
2012/01/15 08:00:00,45.3
2012/01/15 16:00:00,45.31
2012/01/16 00:00:00,45.31
2012/01/16 08:00:00,45.31
2012/01/16 16:00:00,45.31
2012/01/17 00:00:00,45.32
2012/01/17 08:00:00,45.32
2012/01/17 16:00:00,45.32
2012/01/18 00:00:00,45.33
2012/01/18 08:00:00,45.33
2012/01/18 16:00:00,45.33
2012/01/19 00:00:00,45.34
2012/01/19 08:00:00,45.34
2012/01/19 16:00:00,45.34
2012/01/20 00:00:00,45.34
2012/01/20 08:00:00,45.34
2012/01/20 16:00:00,45.34
2012/01/21 00:00:00,45.35
2012/01/21 08:00:00,45.35
2012/01/21 16:00:00,45.35
2012/01/22 00:00:00,45.35
2012/01/22 08:00:00,45.36
2012/01/22 16:00:00,45.36
2012/01/23 00:00:00,45.36
2012/01/23 08:00:00,45.36
2012/01/23 16:00:00,45.37
2012/01/24 00:00:00,45.37
2012/01/24 08:00:00,45.38
2012/01/24 16:00:00,45.38
2012/01/25 00:00:00,45.38
2012/01/25 08:00:00,45.39
2012/01/25 16:00:00,45.39
2012/01/26 00:00:00,45.39
2012/01/26 08:00:00,45.4
2012/01/26 16:00:00,45.4
2012/01/27 00:00:00,45.4
2012/01/27 08:00:00,45.41
2012/01/27 16:00:00,45.41
2012/01/28 00:00:00,45.42
2012/01/28 08:00:00,45.42
2012/01/28 16:00:00,45.42
2012/01/29 00:00:00,45.43
2012/01/29 08:00:00,45.43
2012/01/29 16:00:00,45.43
2012/01/30 00:00:00,45.43
2012/01/30 08:00:00,45.44
2012/01/30 16:00:00,45.44
2012/01/31 00:00:00,45.45
2012/01/31 08:00:00,45.45
2012/01/31 16:00:00,45.45
2012/02/01 00:00:00,45.45
2012/02/01 08:00:00,45.46
2012/02/01 16:00:00,45.46
2012/02/02 00:00:00,45.47
2012/02/02 08:00:00,45.47
2012/02/02 16:00:00,45.47
2012/02/03 00:00:00,45.47
2012/02/03 08:00:00,45.48
2012/02/03 16:00:00,45.48
2012/02/04 00:00:00,45.49
2012/02/04 08:00:00,45.49
2012/02/04 16:00:00,45.5
2012/02/05 00:00:00,45.5
2012/02/05 08:00:00,45.5
2012/02/05 16:00:00,45.51
2012/02/06 00:00:00,45.51
2012/02/06 08:00:00,45.52
2012/02/06 16:00:00,45.52
2012/02/07 00:00:00,45.52
2012/02/07 08:00:00,45.52
