date,wtd
2012/01/01 00:00:00,6.23
2012/01/01 08:00:00,6.24
2012/01/01 16:00:00,6.24
2012/01/02 00:00:00,6.24
2012/01/02 08:00:00,6.24
2012/01/02 16:00:00,6.24
2012/01/03 00:00:00,6.24
2012/01/03 08:00:00,6.25
2012/01/03 16:00:00,6.25
2012/01/04 00:00:00,6.25
2012/01/04 08:00:00,6.25
2012/01/04 16:00:00,6.25
2012/01/05 00:00:00,6.25
2012/01/05 08:00:00,6.25
2012/01/05 16:00:00,6.25
2012/01/06 00:00:00,6.25
2012/01/06 08:00:00,6.25
2012/01/06 16:00:00,6.26
2012/01/07 00:00:00,6.26
2012/01/07 08:00:00,6.26
2012/01/07 16:00:00,6.26
2012/01/08 00:00:00,6.26
2012/01/08 08:00:00,6.26
2012/01/08 16:00:00,6.26
2012/01/09 00:00:00,6.26
2012/01/09 08:00:00,6.27
2012/01/09 16:00:00,6.27
2012/01/10 00:00:00,6.27
2012/01/10 08:00:00,6.27
2012/01/10 16:00:00,6.27
2012/01/11 00:00:00,6.27
2012/01/11 08:00:00,6.27
2012/01/11 16:00:00,6.28
2012/01/12 00:00:00,6.28
2012/01/12 08:00:00,6.28
2012/01/12 16:00:00,6.28
2012/01/13 00:00:00,6.28
2012/01/13 08:00:00,6.28
2012/01/13 16:00:00,6.28
2012/01/14 00:00:00,6.28
2012/01/14 08:00:00,6.28
2012/01/14 16:00:00,6.28
2012/01/15 00:00:00,6.29
2012/01/15 08:00:00,6.29
2012/01/15 16:00:00,6.29
2012/01/16 00:00:00,6.29
2012/01/16 08:00:00,6.29
2012/01/16 16:00:00,6.29
2012/01/17 00:00:00,6.29
2012/01/17 08:00:00,6.29
2012/01/17 16:00:00,6.3
2012/01/18 00:00:00,6.3
2012/01/18 08:00:00,6.3
2012/01/18 16:00:00,6.3
2012/01/19 00:00:00,6.3
2012/01/19 08:00:00,6.3
2012/01/19 16:00:00,6.3
2012/01/20 00:00:00,6.3
2012/01/20 08:00:00,6.3
2012/01/20 16:00:00,6.3
2012/01/21 00:00:00,6.3
2012/01/21 08:00:00,6.3
2012/01/21 16:00:00,6.31
2012/01/22 00:00:00,6.31
2012/01/22 08:00:00,6.31
2012/01/22 16:00:00,6.31
2012/01/23 00:00:00,6.31
2012/01/23 08:00:00,6.31
2012/01/23 16:00:00,6.31
2012/01/24 00:00:00,6.31
2012/01/24 08:00:00,6.31
2012/01/24 16:00:00,6.31
2012/01/25 00:00:00,6.32
2012/01/25 08:00:00,6.32
2012/01/25 16:00:00,6.32
2012/01/26 00:00:00,6.32
2012/01/26 08:00:00,6.32
2012/01/26 16:00:00,6.32
2012/01/27 00:00:00,6.32
2012/01/27 08:00:00,6.32
2012/01/27 16:00:00,6.32
2012/01/28 00:00:00,6.32
2012/01/28 08:00:00,6.32
2012/01/28 16:00:00,6.33
2012/01/29 00:00:00,6.33
2012/01/29 08:00:00,6.33
2012/01/29 16:00:00,6.33
2012/01/30 00:00:00,6.33
2012/01/30 08:00:00,6.33
2012/01/30 16:00:00,6.33
2012/01/31 00:00:00,6.33
2012/01/31 08:00:00,6.33
2012/01/31 16:00:00,6.33
2012/02/01 00:00:00,6.33
2012/02/01 08:00:00,6.33
2012/02/01 16:00:00,6.33
2012/02/02 00:00:00,6.33
2012/02/02 08:00:00,6.33
2012/02/02 16:00:00,6.34
2012/02/03 00:00:00,6.33
2012/02/03 08:00:00,6.34
2012/02/03 16:00:00,6.34
2012/02/04 00:00:00,6.34
2012/02/04 08:00:00,6.34
2012/02/04 16:00:00,6.34
2012/02/05 00:00:00,6.34
2012/02/05 08:00:00,6.34
2012/02/05 16:00:00,6.34
2012/02/06 00:00:00,6.34
2012/02/06 08:00:00,6.34
2012/02/06 16:00:00,6.34
2012/02/07 00:00:00,6.34
2012/02/07 08:00:00,6.34
2012/02/07 16:00:00,6.34
2012/02/08 00:00:00,6.34
2012/02/08 08:00:00,6.35
2012/02/08 16:00:00,6.35
2012/02/09 00:00:00,6.35
2012/02/09 08:00:00,6.35
2012/02/09 16:00:00,6.35
2012/02/10 00:00:00,6.35
2012/02/10 08:00:00,6.35
2012/02/10 16:00:00,6.35
2012/02/11 00:00:00,6.35
2012/02/11 08:00:00,6.35
2012/02/11 16:00:00,6.35
2012/02/12 00:00:00,6.36
2012/02/12 08:00:00,6.36
2012/02/12 16:00:00,6.36
2012/02/13 00:00:00,6.36
2012/02/13 08:00:00,6.36
2012/02/13 16:00:00,6.36
2012/02/14 00:00:00,6.36
2012/02/14 08:00:00,6.36
2012/02/14 16:00:00,6.36
2012/02/15 00:00:00,6.36
2012/02/15 08:00:00,6.36
2012/02/15 16:00:00,6.36
2012/02/16 00:00:00,6.36
2012/02/16 08:00:00,6.36
2012/02/16 16:00:00,6.36
2012/02/17 00:00:00,6.36
2012/02/17 08:00:00,6.36
2012/02/17 16:00:00,6.36
2012/02/18 00:00:00,6.36
2012/02/18 08:00:00,6.37
2012/02/18 16:00:00,6.37
2012/02/19 00:00:00,6.37
2012/02/19 08:00:00,6.37
2012/02/19 16:00:00,6.37
2012/02/20 00:00:00,6.37
2012/02/20 08:00:00,6.37
2012/02/20 16:00:00,6.37
2012/02/21 00:00:00,6.37
2012/02/21 08:00:00,6.37
2012/02/21 16:00:00,6.36
2012/02/22 00:00:00,6.36
2012/02/22 08:00:00,6.36
2012/02/22 16:00:00,6.36
2012/02/23 00:00:00,6.35
2012/02/23 08:00:00,6.35
2012/02/23 16:00:00,6.35
2012/02/24 00:00:00,6.35
2012/02/24 08:00:00,6.35
2012/02/24 16:00:00,6.35
2012/02/25 00:00:00,6.35
2012/02/25 08:00:00,6.35
2012/02/25 16:00:00,6.35
2012/02/26 00:00:00,6.35
2012/02/26 08:00:00,6.35
2012/02/26 16:00:00,6.35
2012/02/27 00:00:00,6.35
2012/02/27 08:00:00,6.35
2012/02/27 16:00:00,6.35
2012/02/28 00:00:00,6.35
2012/02/28 08:00:00,6.35
2012/02/28 16:00:00,6.46
2012/02/29 00:00:00,6.46
2012/02/29 08:00:00,6.46
2012/02/29 16:00:00,6.46
2012/03/01 00:00:00,6.46
2012/03/01 08:00:00,6.46
2012/03/01 16:00:00,6.45
2012/03/02 00:00:00,6.45
2012/03/02 08:00:00,6.45
2012/03/02 16:00:00,6.45
2012/03/03 00:00:00,6.45
2012/03/03 08:00:00,6.45
2012/03/03 16:00:00,6.45
2012/03/04 00:00:00,6.45
2012/03/04 08:00:00,6.45
2012/03/04 16:00:00,6.45
2012/03/05 00:00:00,6.45
2012/03/05 08:00:00,6.45
2012/03/05 16:00:00,6.45
2012/03/06 00:00:00,6.45
2012/03/06 08:00:00,6.44
2012/03/06 16:00:00,6.44
2012/03/07 00:00:00,6.44
2012/03/07 08:00:00,6.44
2012/03/07 16:00:00,6.43
2012/03/08 00:00:00,6.43
2012/03/08 08:00:00,6.43
2012/03/08 16:00:00,6.43
2012/03/09 00:00:00,6.43
2012/03/09 08:00:00,6.43
2012/03/09 16:00:00,6.43
2012/03/10 00:00:00,6.43
2012/03/10 08:00:00,6.43
2012/03/10 16:00:00,6.42
2012/03/11 00:00:00,6.42
2012/03/11 08:00:00,6.42
2012/03/11 16:00:00,6.42
2012/03/12 00:00:00,6.42
2012/03/12 08:00:00,6.42
2012/03/12 16:00:00,6.42
2012/03/13 00:00:00,6.42
2012/03/13 08:00:00,6.42
2012/03/13 16:00:00,6.42
2012/03/14 00:00:00,6.42
2012/03/14 08:00:00,6.42
2012/03/14 16:00:00,6.42
2012/03/15 00:00:00,6.42
2012/03/15 08:00:00,6.42
2012/03/15 16:00:00,6.42
2012/03/16 00:00:00,6.42
2012/03/16 08:00:00,6.42
2012/03/16 16:00:00,6.42
2012/03/17 00:00:00,6.42
2012/03/17 08:00:00,6.42
2012/03/17 16:00:00,6.42
2012/03/18 00:00:00,6.42
2012/03/18 08:00:00,6.41
2012/03/18 16:00:00,6.41
2012/03/19 00:00:00,6.41
2012/03/19 08:00:00,6.42
2012/03/19 16:00:00,6.42
2012/03/20 00:00:00,6.42
2012/03/20 08:00:00,6.42
2012/03/20 16:00:00,6.42
2012/03/21 00:00:00,6.42
2012/03/21 08:00:00,6.42
2012/03/21 16:00:00,6.42
2012/03/22 00:00:00,6.42
2012/03/22 08:00:00,6.42
2012/03/22 16:00:00,6.42
2012/03/23 00:00:00,6.42
2012/03/23 08:00:00,6.42
2012/03/23 16:00:00,6.42
2012/03/24 00:00:00,6.42
2012/03/24 08:00:00,6.42
2012/03/24 16:00:00,6.42
2012/03/25 00:00:00,6.42
2012/03/25 08:00:00,6.42
2012/03/25 16:00:00,6.42
2012/03/26 00:00:00,6.42
2012/03/26 08:00:00,6.43
2012/03/26 16:00:00,6.43
2012/03/27 00:00:00,6.43
2012/03/27 08:00:00,6.43
2012/03/27 16:00:00,6.43
2012/03/28 00:00:00,6.43
2012/03/28 08:00:00,6.43
2012/03/28 16:00:00,6.43
2012/03/29 00:00:00,6.43
2012/03/29 08:00:00,6.43
2012/03/29 16:00:00,6.43
2012/03/30 00:00:00,6.43
2012/03/30 08:00:00,6.43
2012/03/30 16:00:00,6.43
2012/03/31 00:00:00,6.43
2012/03/31 08:00:00,6.43
