date,wtd
2012/01/01 00:00:00,4.77
2012/01/01 08:00:00,4.78
2012/01/01 16:00:00,4.78
2012/01/02 00:00:00,4.78
2012/01/02 08:00:00,4.78
2012/01/02 16:00:00,4.77
2012/01/03 00:00:00,4.78
2012/01/03 08:00:00,4.8
2012/01/03 16:00:00,4.8
2012/01/04 00:00:00,4.79
2012/01/04 08:00:00,4.77
2012/01/04 16:00:00,4.77
2012/01/05 00:00:00,4.79
2012/01/05 08:00:00,4.75
2012/01/05 16:00:00,4.7
2012/01/06 00:00:00,4.75
2012/01/06 08:00:00,4.8
2012/01/06 16:00:00,4.82
2012/01/07 00:00:00,4.83
2012/01/07 08:00:00,4.82
2012/01/07 16:00:00,4.8
2012/01/08 00:00:00,4.8
2012/01/08 08:00:00,4.81
2012/01/08 16:00:00,4.8
2012/01/09 00:00:00,4.83
2012/01/09 08:00:00,4.83
2012/01/09 16:00:00,4.83
2012/01/10 00:00:00,4.83
2012/01/10 08:00:00,4.83
2012/01/10 16:00:00,4.82
2012/01/11 00:00:00,4.84
2012/01/11 08:00:00,4.84
2012/01/11 16:00:00,4.83
2012/01/12 00:00:00,4.83
2012/01/12 08:00:00,4.83
2012/01/12 16:00:00,4.81
2012/01/13 00:00:00,4.81
2012/01/13 08:00:00,4.8
2012/01/13 16:00:00,4.8
2012/01/14 00:00:00,4.84
2012/01/14 08:00:00,4.84
2012/01/14 16:00:00,4.83
2012/01/15 00:00:00,4.84
2012/01/15 08:00:00,4.84
2012/01/15 16:00:00,4.84
2012/01/16 00:00:00,4.85
2012/01/16 08:00:00,4.86
2012/01/16 16:00:00,4.85
2012/01/17 00:00:00,4.86
2012/01/17 08:00:00,4.86
2012/01/17 16:00:00,4.85
2012/01/18 00:00:00,4.87
2012/01/18 08:00:00,4.87
2012/01/18 16:00:00,4.86
2012/01/19 00:00:00,4.87
2012/01/19 08:00:00,4.86
2012/01/19 16:00:00,4.84
2012/01/20 00:00:00,4.84
2012/01/20 08:00:00,4.83
